Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-02-20 12:00:00+00:00	Nomination of Taoiseach	1	Gabhaim buíochas leis an gCeann Comhairle agus guím comhghairdeas air freisin as a bheith tofa. Táim an-sásta an deis seo a ghlacadh tacú le hainmniúchán an Teachta Mary Lou McDonald mar Thaoiseach. Is mór an onóir agus an phribhléid dom é sin a dhéanamh.  I am very happy to support the nomination of Deputy Mary Lou McDonald to the position of Taoiseach because I believe it reflects entirely the mandate given to this Dáil and my party, Sinn Féin. In particular, I believe it is the mandate given to the Deputy by the people of Ireland on 8 February who want her to be Taoiseach.  Many commentators said the general election result was seismic and I agree. There can be no doubt about it. The election was uplifting, positive and liberating. This was an election full of hope for a better and brighter future and it prescribed a clear mandate and message for us today. People are hungry for change and, throughout the election campaign, they said enough was enough. They said that as a country and people, we deserve better and we demand better. I think everyone in this Chamber can agree on that. They said we deserve better in health and housing - the national scandals. However, they also said they wanted a break from sitting in congested traffic; from public services that do not exist, work or make sense; and from working from morning to night not seeing their kids during the week but not having the few spare euro needed to treat them at the weekend. This is the life, or the existence, created for them by previous Governments and they want change. On 8 February, the people spoke. Hundreds of thousands of them came out and voted for change like never before. More than 530,000 people voted for Sinn Féin alone. As a result, as we enter the early months of a new decade, people are now more hopeful than ever that change is possible. They are more hopeful that politics and politicians will deliver that change. They do not expect miracles but they will not accept excuses. They know enough about the world and have seen it done well elsewhere so they know their demands are entirely reasonable and realisable.   This Dáil has an unprecedented mandate for change. More than any other party, Sinn Féin is the party that received that mandate for change. More than any other leader, Deputy McDonald is the leader who received that mandate for change. Deputy McDonald would be in every way a fitting Taoiseach. She has shown that in spades. This is a unique opportunity in the history of our country. I urge Teachtaí to support Deputy McDonald for Taoiseach to lead a Government for change and to implement a programme for change that is fitting for the clear wishes of the Irish people. 
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-06 12:00:00+01:00	Covid-19 (Tourism): Statements	1	I very much welcome the opportunity to contribute. I am sharing time with Teachta Cullinane and Teachta Daly - five minutes each.  When we heard on the news over the weekend that tourism was among the sectors worst hit by the Covid-19 job losses, it came as confirmation for most of us rather than a surprise. The sector is crucial. In many areas it is the beating heart of local economies but, dependent as it is on the movement of people, it has been decimated by Covid-19. The tourism and hospitality sector supports an estimated 260,000 jobs in Ireland. That is 11% of total employment, making it our largest local employer, and it has reached into every region and county. Some 70% of jobs in the sector are outside Dublin - 6,500 of them are in my county of Meath - highlighting the regional contribution of tourism and its vital role in spreading employment opportunities and prosperity across the entire country.  In recent weeks we have seen pubs and restaurants, shops, hotels, guest houses, bed and breakfast premises, museums, galleries, theatres, visitor centres, tour operators - the list goes on - closed, many with hundreds of employees who have thousands of years of combined working experience. For many, it is a lifetime's work. I extend my solidarity to those workers at this uncertain time.  If the economic impact is great, I suggest that the social impact is many times that. Festivals, events and places that bring people together are all out of bounds. These are matters of the greatest importance. Literally hundreds of thousands of workers and their families - entire communities in some cases - are waiting in anticipation.  I have two questions for the Minister of State. We need a dedicated recovery plan for the tourism and hospitality sector. The business supports announced by the Minister for Finance, Deputy Donohoe, at the weekend do not go anywhere near far enough. They are not ambitious enough, focused enough or extensive enough. Will the Minister of State commit to the establishment of a tourism recovery task force to develop and deliver a dedicated tourism recovery package? In his opening statement, he made reference to looking at the structures. Will a tourism recovery task force be part of that? Will he outline a timeline for the delivery of that?  Separately, our air and sea ports are the vital lifelines for the tourism and hospitality sector and we want to see them thrive but there are concerns that essential Covid-19 precautions are not being implemented. It is suggested that entrants are not being screened and followed up, and social media magnifies that. Will the Minister of State outline the plans in place to ensure that ports and airports will not act as Covid-19 vectors and will be ready to respond to the increased traffic that we hope to see in the coming weeks and months?
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-13 12:00:00+01:00	Covid-19 (Transport): Statements	1	I am sharing time with Deputies Cronin and Wynne. We will respectively take seven minutes, four minutes and four minutes. If the Minister does not mind, I will ask some questions and request a response, and we might go back and forth.  My first question concerns the Covid-19 checks and the controls at our ports and airports, particularly the latter. We know that our airports have never been quieter. Passenger numbers at Dublin Airport were down by 57% in March, and possibly by as much as 90% in all Irish airports last month. Despite these low passenger numbers, the current system of Covid-19 checks and controls, including the public health passenger locator form, has proven entirely inadequate. It is reported that approximately one third of passengers do not fill out the form and a further one third do not answer follow-up calls. We know that Ryanair wants to resume 40% of flights from 1 January. This could lead to significantly increased passenger numbers at our airports at a time when the citizens of Ireland are supposed to be staying within 20 km of our homes. We also know that the European Commission is today publishing a strategy paper on resuming leisure travel in a safe and co-ordinated manner. Will the Minister acknowledge that the current system of checks and controls at our ports and airports is not fit for purpose? Will he assure people that public health advice, and not the commercial interests of airlines, the European Commission or anybody else, will determine transport policy at ports and airports at this time? Will he outline the measures that will be introduced to ensure the very highest standards of Covid-19 checks and controls at our ports and airports as we progress through the different phases of relaxation? Are protocols being developed? Are temperature checks being considered? What about additional powers for the Garda? What are the plans for the 14-day period of isolation? Is the Minister working with colleagues in the North to ensure that these protocols apply to all ports and airports on the island of Ireland?
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-13 12:00:00+01:00	Covid-19 (Transport): Statements	2	Yes.
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-13 12:00:00+01:00	Covid-19 (Transport): Statements	3	I have not said that.
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-13 12:00:00+01:00	Covid-19 (Transport): Statements	4	I thank the Minister. I am satisfied with that answer. I want to raise the issue of traffic guarantees and how they might be affected at this time during the Covid-19 crisis. Has the Minister any information about the liability that the taxpayer is now coming under as a result of traffic guarantees on public private partnership projects, given the fact that traffic volumes have nose dived? What are taxpayers' liabilities for March and April, for example? Have the Minister or his Department investigated whether there is a 
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-13 12:00:00+01:00	Covid-19 (Transport): Statements	5	I thank the Minister for his answer and ask him if he could forward a written response.
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-05-20 12:00:00+01:00	Covid-19 (Children and Youth Affairs): Statements	1	Covid-19 public health advice is deliberately intended to restrict the movement of people and to get them to stay at home or as close to home as possible. While this public health advice has a significant impact on us all, it has a very profound impact on children at risk. I refer to children who live in homes that are not safe havens or sanctuaries; unfortunately for some children, home is the exact opposite.  People working in this area say that we have a perfect storm. We have children forced back into abusive homes but without the usual, normal protections provided by the mandated people who help to keep them safe and out of harm's way, like teachers, for example, who would otherwise spot something untoward. They also say that offenders are more active online now and are acting with more freedom. On the one hand, opportunities to abuse are greatly increased while, on the other hand, opportunities to intervene and help are reduced. I am sure we are all concerned about this matter and I ask the Minister to provide an update to the House on it. What has been the impact of Covid-19 restrictions on children at risk and on our ability to identify, protect and support them? One indicator might be referrals to Tusla, for example. Have these increased during this period, as one might expect in the circumstances, due to increases in cases of abuse or have they decreased, as one might fear, due to reduced reporting? I ask the Minister to provide an assessment and to outline her plans to respond and intervene. 
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-06-03 12:00:00+01:00	Covid-19 (Transport, Tourism and Sport): Statements	1	I will take seven minutes and Deputies Quinlivan and Wynne will take four minutes each. I welcome the announcement of the establishment of a task force for aviation recovery. It is very much needed and I ask that it be established and get through its work as quickly as possible. I recommend and encourage the Minister to include the unions representing workers, including Fórsa, SIPTU and IALPA, in the stakeholder forum. It is important that they are represented.  I acknowledge that in the Minister's opening statement he stated he is concerned that the industry has no certainty about when business might grow again. This is a significant destabilising influence in and of itself. I point out to the Minister that the aviation industry, citizens and customers of the industry look to him, as the Minister, and the Government for direction on this.  At the Covid-19 committee yesterday the Secretary General of the Department of Health said NPHET advised the Government on 3 April that the passenger locator form and 14-day period of self-isolation should be mandatory. The Government ignored that advice. More than three weeks later, on 26 April, the passenger locator form was introduced but it was voluntary and not very well adhered to, as we know. Only on 28 May, a further five weeks later, was the form made mandatory.  On what basis did the Government ignore the NPHET advice on 3 April only to be half implemented on 28 May, a full eight weeks later?
Darren O'Rourke	Sinn Fein	65	Meath East	speeches	English	2020-06-03 12:00:00+01:00	Covid-19 (Transport, Tourism and Sport): Statements	2	It was stated at the committee yesterday that the advice from NPHET was not adhered to or was not taken on board at that time anyway.  We were also told yesterday the Minister for Health is currently examining the possibility of a mandatory 14-day period of self-isolation. This is causing considerable confusion. The Minister for Transport, Tourism and Sport referred to the industry as well as travellers, including would-be holiday makers, looking to the summer and beyond. For how long will the 14-day self-isolation period be in place? If someone has a family holiday booked in mid-July, will they be expected to self-isolate for 14 days? Can the Minister give us a month, a week, or a date when this restriction will be lifted?
